,Cause (X),Outcome (Y),Total Effect (TE),Refutation TE_DataSubset,Refutation TE_RandCommCause,Refutation TE_Placebo
32,ndhB_96698,ndhB_95608,0.053272100012077495,"Refute: Use a subset of data
Estimated effect:0.053272100012077495
New effect:0.053254897915681776
p value:0.96
","Refute: Add a random common cause
Estimated effect:0.053272100012077495
New effect:0.053309255713435505
p value:0.8799999999999999
","Refute: Use a Placebo Treatment
Estimated effect:0.053272100012077495
New effect:0.00020995778904962404
p value:0.98
"
33,ndhB_95644,ndhB_94622,0.03588194851247472,"Refute: Use a subset of data
Estimated effect:0.03588194851247472
New effect:0.035809663687209566
p value:0.98
","Refute: Add a random common cause
Estimated effect:0.03588194851247472
New effect:0.03587428280321335
p value:0.8999999999999999
","Refute: Use a Placebo Treatment
Estimated effect:0.03588194851247472
New effect:0.0008185043013197169
p value:0.8799999999999999
"
34,ndhB_96698,ndhB_96457,0.027073850393950667,NA,NA,NA
35,ndhB_intron,ndhB_96439,0.02333787663211139,"Refute: Use a subset of data
Estimated effect:0.02333787663211139
New effect:0.023239709090137343
p value:0.94
","Refute: Add a random common cause
Estimated effect:0.02333787663211139
New effect:0.023320783926933885
p value:0.96
","Refute: Use a Placebo Treatment
Estimated effect:0.02333787663211139
New effect:0.00022190060738898674
p value:0.98
"
36,ndhB_96419,ndhB_94622,0.02800596165071164,"Refute: Use a subset of data
Estimated effect:0.02800596165071164
New effect:0.027508558058079776
p value:0.94
","Refute: Add a random common cause
Estimated effect:0.02800596165071164
New effect:0.02804543370771806
p value:0.96
","Refute: Use a Placebo Treatment
Estimated effect:0.02800596165071164
New effect:0.0006603677871543592
p value:0.8400000000000001
"
37,ndhB_intron,ndhB_96579,0.02345923315722931,NA,NA,NA
38,ndhB_intron,ndhB_95644,0.026515265916942643,"Refute: Use a subset of data
Estimated effect:0.026515265916942643
New effect:0.02670385750380673
p value:0.96
","Refute: Add a random common cause
Estimated effect:0.026515265916942643
New effect:0.026588849134961016
p value:0.9
","Refute: Use a Placebo Treatment
Estimated effect:0.026515265916942643
New effect:-0.0031961634973521045
p value:0.82
"
39,ndhB_96439,ndhB_94999,0.008796892437490711,"Refute: Use a subset of data
Estimated effect:0.008796892437490711
New effect:0.010389686799359093
p value:0.94
","Refute: Add a random common cause
Estimated effect:0.008796892437490711
New effect:0.008586884449432673
p value:0.9
","Refute: Use a Placebo Treatment
Estimated effect:0.008796892437490711
New effect:-0.002264258992972571
p value:0.92
"
40,ndhB_96419,ndhB_94999,0.032848744988274614,"Refute: Use a subset of data
Estimated effect:0.032848744988274614
New effect:0.03198797141281541
p value:0.92
","Refute: Add a random common cause
Estimated effect:0.032848744988274614
New effect:0.032765952231061886
p value:1.0
","Refute: Use a Placebo Treatment
Estimated effect:0.032848744988274614
New effect:-0.0009641639558475401
p value:0.96
"
41,ndhB_95644,ndhB_94999,0.04753121630697266,"Refute: Use a subset of data
Estimated effect:0.04753121630697266
New effect:0.04852497807506391
p value:1.0
","Refute: Add a random common cause
Estimated effect:0.04753121630697266
New effect:0.0475911299822242
p value:0.8600000000000001
","Refute: Use a Placebo Treatment
Estimated effect:0.04753121630697266
New effect:0.0011962993591524385
p value:0.8799999999999999
"
42,ndhB_96579,ndhB_94999,0.00731780438476104,"Refute: Use a subset of data
Estimated effect:0.00731780438476104
New effect:0.005231889370997196
p value:0.98
","Refute: Add a random common cause
Estimated effect:0.00731780438476104
New effect:0.007361266548783005
p value:0.94
","Refute: Use a Placebo Treatment
Estimated effect:0.00731780438476104
New effect:-0.001252988882767293
p value:0.96
"
43,ndhB_97016,ndhB_95608,0.039825830716057165,"Refute: Use a subset of data
Estimated effect:0.039825830716057165
New effect:0.0408158105838573
p value:0.8799999999999999
","Refute: Add a random common cause
Estimated effect:0.039825830716057165
New effect:0.039767212019956186
p value:0.98
","Refute: Use a Placebo Treatment
Estimated effect:0.039825830716057165
New effect:0.001108040244895685
p value:0.98
"
44,ndhB_95650,ndhB_94622,0.011873107156706607,"Refute: Use a subset of data
Estimated effect:0.011873107156706607
New effect:0.01212492176969747
p value:0.96
","Refute: Add a random common cause
Estimated effect:0.011873107156706607
New effect:0.01185852794805779
p value:1.0
","Refute: Use a Placebo Treatment
Estimated effect:0.011873107156706607
New effect:-0.0009199871482165622
p value:0.84
"
45,ndhB_97016,ndhB_95650,0.02339784226273245,"Refute: Use a subset of data
Estimated effect:0.02339784226273245
New effect:0.02038589809308581
p value:0.9
","Refute: Add a random common cause
Estimated effect:0.02339784226273245
New effect:0.023425203587909525
p value:0.98
","Refute: Use a Placebo Treatment
Estimated effect:0.02339784226273245
New effect:0.0008899056115100956
p value:1.0
"
46,ndhB_95644,ndhB_95225,0.016595082424148533,"Refute: Use a subset of data
Estimated effect:0.016595082424148533
New effect:0.017611059130617356
p value:0.8999999999999999
","Refute: Add a random common cause
Estimated effect:0.016595082424148533
New effect:0.016594122617008534
p value:0.96
","Refute: Use a Placebo Treatment
Estimated effect:0.016595082424148533
New effect:-0.0013291364378611647
p value:0.88
"
